drive_id,name,outcome,invoice_id,is_invoice,document_type,entity_id,entity_source,counterparty_id,vendor_flag,coa,duplicate_of,timestamp
1770958203136-invoice-to-DriveLah-Oct2025-Jan2026.pdf,1770958203136-invoice-to-DriveLah-Oct2025-Jan2026.pdf,covered,,,,,,,,,inv#439,2026-07-31T00:08:28.617055
KWI202303351562.pdf,KWI202303351562.pdf,covered,,,,,,,,,inv#1502,2026-07-31T00:08:28.645144
New Claim Acknowledgement (3) (1) (1).pdf,New Claim Acknowledgement (3) (1) (1).pdf,covered,,,,,,,,,inv#963,2026-07-31T00:08:28.672627
Ilya - INV-01261.pdf,Ilya - INV-01261.pdf,stray_loaded,1734,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-31T00:08:28.701331
1CT2EA- Melbourne Prestige Invoice134 - $1815.pdf,1CT2EA- Melbourne Prestige Invoice134 - $1815.pdf,covered,,,,,,,,,inv#1147,2026-07-31T00:08:35.531379
Excess Request (12).pdf,Excess Request (12).pdf,covered,,,,,,,,,inv#830,2026-07-31T00:08:35.560101
SKB4433S - BOT 51416 - Invoice number 67fef56d5f466b64e721b714.pdf,SKB4433S - BOT 51416 - Invoice number 67fef56d5f466b64e721b714.pdf,covered,,,,,,,,,inv#947,2026-07-31T00:08:35.589522
VL40281873.pdf,VL40281873.pdf,covered,,,,,,,,,inv#830,2026-07-31T00:08:35.618723
INV0003.pdf,INV0003.pdf,covered,,,,,,,,,inv#1531,2026-07-31T00:08:35.647883
ClassOriginal PC18105 - BI00035917_D (1).xls - BI00035917.pdf,ClassOriginal PC18105 - BI00035917_D (1).xls - BI00035917.pdf,not_invoice,1735,False,report,1,default,657,MATCHED,6004,,2026-07-31T00:08:35.678746
SHARPS Invoice 80104.pdf,SHARPS Invoice 80104.pdf,covered,,,,,,,,,inv#643,2026-07-31T00:08:47.405125
Invoice INV-3190585 (1).pdf,Invoice INV-3190585 (1).pdf,covered,,,,,,,,,inv#819,2026-07-31T00:08:47.433744
901065.pdf,901065.pdf,stray_loaded,1736,True,invoice,2,bill_to,355,MATCHED,,,2026-07-31T00:08:47.460573
Invoice INV-1562.pdf,Invoice INV-1562.pdf,covered,,,,,,,,,inv#1388,2026-07-31T00:09:02.860760
Nick_s invoices (9).pdf,Nick_s invoices (9).pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:09:02.885870
IMG_6408.jpg,IMG_6408.jpg,covered,,,,,,,,,inv#1203,2026-07-31T00:09:02.915855
IMG_5603 (1).jpg,IMG_5603 (1).jpg,covered,,,,,,,,,inv#1200,2026-07-31T00:09:02.944116
freetexttaxinvoice (4).pdf,freetexttaxinvoice (4).pdf,duplicate,,,,,,,,,inv#1143,2026-07-31T00:09:02.974540
Invoice_INV_MI_25158.pdf,Invoice_INV_MI_25158.pdf,covered,,,,,,,,,inv#997,2026-07-31T00:09:19.374343
1KT9JZ- Melbourne Prestige Invoice 130- $880.pdf,1KT9JZ- Melbourne Prestige Invoice 130- $880.pdf,covered,,,,,,,,,inv#1091,2026-07-31T00:09:19.405667
AWS (4).PNG,AWS (4).PNG,covered,,,,,,,,,inv#1168,2026-07-31T00:09:19.434265
25.0121.pdf,25.0121.pdf,duplicate,,,,,,,,,inv#896,2026-07-31T00:09:19.461362
Invoice INV133734.pdf,Invoice INV133734.pdf,covered,,,,,,,,,inv#1459,2026-07-31T00:09:34.398659
1CT2EA- Melbourne Prestige Invoice 135 - $950.40.pdf,1CT2EA- Melbourne Prestige Invoice 135 - $950.40.pdf,covered,,,,,,,,,inv#1146,2026-07-31T00:09:34.425632
Drive Mate FTI00081936.pdf,Drive Mate FTI00081936.pdf,stray_loaded,1739,True,tax_invoice,3,bill_to,123,MATCHED,5033,,2026-07-31T00:09:34.454051
INVOICE_202494556_AC LT202407132 DRV.pdf,INVOICE_202494556_AC LT202407132 DRV.pdf,covered,,,,,,,,,inv#1208,2026-07-31T00:09:49.913759
Screenshot 2025-07-16 at 10.33.49 AM.png,Screenshot 2025-07-16 at 10.33.49 AM.png,covered,,,,,,,,,inv#717,2026-07-31T00:09:49.938872
WhatsApp Image 2024-07-03 at 10.14.01.jpeg,WhatsApp Image 2024-07-03 at 10.14.01.jpeg,covered,,,,,,,,,inv#1443,2026-07-31T00:09:49.966691
Invoice INV135409.pdf,Invoice INV135409.pdf,stray_loaded,1740,True,tax_invoice,3,bill_to,65,MATCHED,5030,,2026-07-31T00:09:49.995779
L0001293_20240913_114838.pdf,L0001293_20240913_114838.pdf,covered,,,,,,,,,inv#1371,2026-07-31T00:09:54.475431
Invoice 1030516 5 03 2025 8 09 03 PM.PDF,Invoice 1030516 5 03 2025 8 09 03 PM.PDF,covered,,,,,,,,,inv#1003,2026-07-31T00:09:54.505229
HDB.jpg,HDB.jpg,covered,,,,,,,,,inv#827,2026-07-31T00:09:54.534283
INV02345278_A00062140_02032025.pdf,INV02345278_A00062140_02032025.pdf,covered,,,,,,,,,inv#1012,2026-07-31T00:09:54.564241
S-chmys24083011400.pdf,S-chmys24083011400.pdf,covered,,,,,,,,,inv#1385,2026-07-31T00:09:54.594184
Invoice-14239 (2).pdf,Invoice-14239 (2).pdf,covered,,,,,,,,,inv#1288,2026-07-31T00:09:54.622499
923YNZ_FEE INVOICE.pdf,923YNZ_FEE INVOICE.pdf,covered,,,,,,,,,inv#1041,2026-07-31T00:09:54.650861
FINV7023.pdf,FINV7023.pdf,covered,,,,,,,,,inv#522,2026-07-31T00:09:54.679512
852JS2 - J&D Invoice 13799 - $2692.80.pdf,852JS2 - J&D Invoice 13799 - $2692.80.pdf,covered,,,,,,,,,inv#1120,2026-07-31T00:09:54.707650
Invoice_INV_MI_21116.pdf,Invoice_INV_MI_21116.pdf,stray_loaded,1741,True,invoice,2,bill_to,104,MATCHED,6701,,2026-07-31T00:09:54.736959
1ZS4UC- Melbourne Prestige Invoice 140 - $1780 (1).pdf,1ZS4UC- Melbourne Prestige Invoice 140 - $1780 (1).pdf,covered,,,,,,,,,inv#1108,2026-07-31T00:10:01.109141
659IX4 - New Claim Acknowledgement.pdf,659IX4 - New Claim Acknowledgement.pdf,covered,,,,,,,,,inv#953,2026-07-31T00:10:01.137416
Statement for DRIVE LAH AUSTRALIA PTY LTD  As At 01Aug2024.pdf,Statement for DRIVE LAH AUSTRALIA PTY LTD  As At 01Aug2024.pdf,covered,,,,,,,,,inv#1407,2026-07-31T00:10:01.168486
Rohde Smash Repairs Estimate - 1ZO2FC.jpg,Rohde Smash Repairs Estimate - 1ZO2FC.jpg,covered,,,,,,,,,inv#784,2026-07-31T00:10:01.200400
5123420472-04 May 2025 DN (1).pdf,5123420472-04 May 2025 DN (1).pdf,covered,,,,,,,,,inv#621,2026-07-31T00:10:01.229831
Screenshot 2025-08-04 at 9.55.39 AM.png,Screenshot 2025-08-04 at 9.55.39 AM.png,covered,,,,,,,,,inv#658,2026-07-31T00:10:01.262167
image (15).png,image (15).png,covered,,,,,,,,,inv#1519,2026-07-31T00:10:01.292362
00256489_20250116_154512.pdf,00256489_20250116_154512.pdf,covered,,,,,,,,,inv#773,2026-07-31T00:10:01.319037
Melbourne Prestige - Invoice 188 - 1WZ2VL.pdf,Melbourne Prestige - Invoice 188 - 1WZ2VL.pdf,covered,,,,,,,,,inv#639,2026-07-31T00:10:01.346006
8788183_FEE INVOICE.pdf,8788183_FEE INVOICE.pdf,covered,,,,,,,,,inv#804,2026-07-31T00:10:01.376023
Invoice_99240 (1).pdf,Invoice_99240 (1).pdf,covered,,,,,,,,,inv#1157,2026-07-31T00:10:01.402265
PB22415.png,PB22415.png,not_invoice,1742,False,receipt,2,bill_to,,QUARANTINE,,,2026-07-31T00:10:01.430265
Excess Request (1).pdf,Excess Request (1).pdf,covered,,,,,,,,,inv#1630,2026-07-31T00:10:19.022143
Statement for DRIVELAH  As At 31May2024 - $1870.pdf,Statement for DRIVELAH  As At 31May2024 - $1870.pdf,covered,,,,,,,,,inv#1448,2026-07-31T00:10:19.052242
570012534(Drivelah Subscription fee 03.2025).pdf,570012534(Drivelah Subscription fee 03.2025).pdf,covered,,,,,,,,,inv#973,2026-07-31T00:10:19.079760
901339.pdf,901339.pdf,covered,,,,,,,,,inv#1020,2026-07-31T00:10:19.108659
Rego- EZO46C INV-01248 .pdf,Rego- EZO46C INV-01248 .pdf,covered,,,,,,,,,inv#584,2026-07-31T00:10:19.135797
Invoice_INV_MI_21512.pdf,Invoice_INV_MI_21512.pdf,covered,,,,,,,,,inv#1398,2026-07-31T00:10:19.163347
Invoice_INVFR0534146 AIRCALL.pdf,Invoice_INVFR0534146 AIRCALL.pdf,covered,,,,,,,,,inv#331,2026-07-31T00:10:19.191992
Invoice INV-3190670.pdf,Invoice INV-3190670.pdf,covered,,,,,,,,,inv#471,2026-07-31T00:10:19.218616
SHARPS Invoice 75945.pdf,SHARPS Invoice 75945.pdf,covered,,,,,,,,,inv#800,2026-07-31T00:10:19.313804
Adjustment_ SG-JCS-CN-006821.pdf,Adjustment_ SG-JCS-CN-006821.pdf,covered,,,,,,,,,inv#1301,2026-07-31T00:10:19.341168
DRIVE MATE AUSTRALIA PTY LTD FTI00091616.pdf,DRIVE MATE AUSTRALIA PTY LTD FTI00091616.pdf,covered,,,,,,,,,inv#940,2026-07-31T00:10:19.369233
Drive Lah_R0297499OH.pdf,Drive Lah_R0297499OH.pdf,covered,,,,,,,,,inv#1562,2026-07-31T00:10:19.398648
Invoice_101919 (1).pdf,Invoice_101919 (1).pdf,covered,,,,,,,,,inv#752,2026-07-31T00:10:19.427400
DRIVE LAH SEP_24 SOA.pdf,DRIVE LAH SEP_24 SOA.pdf,covered,,,,,,,,,inv#1336,2026-07-31T00:10:19.456811
ACTCM INV 02025332.pdf,ACTCM INV 02025332.pdf,covered,,,,,,,,,inv#806,2026-07-31T00:10:19.486334
Adjustment_ SG-JCS-CN-006820.pdf,Adjustment_ SG-JCS-CN-006820.pdf,covered,,,,,,,,,inv#1300,2026-07-31T00:10:19.515136
Melbourne Prestige - Invoice 181 - Storage.jpg,Melbourne Prestige - Invoice 181 - Storage.jpg,stray_loaded,1743,True,tax_invoice,3,bill_to,102,MATCHED,5032,,2026-07-31T00:10:19.544124
1776238213146-Invoice_16829243_140426125431.pdf,1776238213146-Invoice_16829243_140426125431.pdf,covered,,,,,,,,,inv#355,2026-07-31T00:10:27.088250
Invoice INV137425.pdf,Invoice INV137425.pdf,covered,,,,,,,,,inv#716,2026-07-31T00:10:27.117938
REPAIR INVOICE (1).pdf,REPAIR INVOICE (1).pdf,covered,,,,,,,,,inv#763,2026-07-31T00:10:27.146220
Invoice INV-5854.pdf,Invoice INV-5854.pdf,covered,,,,,,,,,inv#1255,2026-07-31T00:10:27.174835
1778381711749-98272793_Fee-invoice.pdf,1778381711749-98272793_Fee-invoice.pdf,covered,,,,,,,,,inv#318,2026-07-31T00:10:27.204037
Nick_s invoices (12).pdf,Nick_s invoices (12).pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:10:27.232967
ZUU916 - FLM Invoice 3053826.png,ZUU916 - FLM Invoice 3053826.png,covered,,,,,,,,,inv#1039,2026-07-31T00:10:27.262540
Drive Lah_R0300262OD.pdf,Drive Lah_R0300262OD.pdf,covered,,,,,,,,,inv#1510,2026-07-31T00:10:27.290251
1781945667827-INV-01293.pdf,1781945667827-INV-01293.pdf,covered,,,,,,,,,inv#286,2026-07-31T00:10:27.320253
FLM - 28758119_FEE INVOICE - 1VP8MJ.pdf,FLM - 28758119_FEE INVOICE - 1VP8MJ.pdf,stray_loaded,1744,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-31T00:10:27.348722
PS Marrickville-Invoice368 (1).pdf,PS Marrickville-Invoice368 (1).pdf,covered,,,,,,,,,inv#817,2026-07-31T00:10:33.211805
Invoice INV132005.pdf,Invoice INV132005.pdf,covered,,,,,,,,,inv#1554,2026-07-31T00:10:33.240288
INV-6912e6254427c0f80f3f190a-JULIE.pdf,INV-6912e6254427c0f80f3f190a-JULIE.pdf,covered,,,,,,,,,inv#566,2026-07-31T00:10:33.267806
574JG2_Fee invoice.pdf,574JG2_Fee invoice.pdf,covered,,,,,,,,,inv#1047,2026-07-31T00:10:33.298625
9941820_Fee invoice.pdf,9941820_Fee invoice.pdf,covered,,,,,,,,,inv#793,2026-07-31T00:10:33.328958
SOA-000A7-NOVEMBER -DRIVELAH.pdf,SOA-000A7-NOVEMBER -DRIVELAH.pdf,covered,,,,,,,,,inv#1227,2026-07-31T00:10:33.357754
INV0000195459 Mar.pdf,INV0000195459 Mar.pdf,duplicate,,,,,,,,,inv#736,2026-07-31T00:10:33.386532
New Claim Acknowledgement 074TRE.pdf,New Claim Acknowledgement 074TRE.pdf,covered,,,,,,,,,inv#1132,2026-07-31T00:10:46.666131
458IZ5- South East Smash  11953 - $1925.pdf,458IZ5- South East Smash  11953 - $1925.pdf,covered,,,,,,,,,inv#946,2026-07-31T00:10:46.697404
1781240556688-DOR-1.pdf,1781240556688-DOR-1.pdf,covered,,,,,,,,,inv#295,2026-07-31T00:10:46.725220
SMS4275T Invoice.pdf,SMS4275T Invoice.pdf,stray_loaded,1746,True,invoice,2,bill_to,,QUARANTINE,,,2026-07-31T00:10:46.755016
INV 503-INV25_28078 GBL1750A.pdf,INV 503-INV25_28078 GBL1750A.pdf,covered,,,,,,,,,inv#1052,2026-07-31T00:11:02.044843
VH-PI-25-007194.pdf,VH-PI-25-007194.pdf,covered,,,,,,,,,inv#520,2026-07-31T00:11:02.073502
Tax Invoice #13893.pdf,Tax Invoice #13893.pdf,covered,,,,,,,,,inv#1568,2026-07-31T00:11:02.102139
SJT828E - BOT 26539 - Invoice number 678dda1bd841683c2fe50d02.pdf,SJT828E - BOT 26539 - Invoice number 678dda1bd841683c2fe50d02.pdf,covered,,,,,,,,,inv#949,2026-07-31T00:11:02.131370
1779177185371-tow-invoice-for-Third-party-vehicle.pdf,1779177185371-tow-invoice-for-Third-party-vehicle.pdf,covered,,,,,,,,,inv#311,2026-07-31T00:11:02.161963
New Claim Acknowledgement 574JG2 (1).pdf,New Claim Acknowledgement 574JG2 (1).pdf,covered,,,,,,,,,inv#1169,2026-07-31T00:11:02.191017
SHARPS Invoice 69955.pdf,SHARPS Invoice 69955.pdf,covered,,,,,,,,,inv#1185,2026-07-31T00:11:02.221675
01267381_20250819_102102.pdf,01267381_20250819_102102.pdf,covered,,,,,,,,,inv#606,2026-07-31T00:11:02.250778
SHARPS Invoice 77093 (1).pdf,SHARPS Invoice 77093 (1).pdf,covered,,,,,,,,,inv#675,2026-07-31T00:11:02.278541
T0377337_20250226_081657.pdf,T0377337_20250226_081657.pdf,covered,,,,,,,,,inv#1086,2026-07-31T00:11:02.310310
Estimate_1255422 (1) (1).pdf,Estimate_1255422 (1) (1).pdf,covered,,,,,,,,,inv#699,2026-07-31T00:11:02.342640
16339012.jpeg,16339012.jpeg,stray_loaded,1747,True,tax_invoice,3,bill_to,145,MATCHED,5032,,2026-07-31T00:11:02.369989
Invoice_CON08122_INVSGP13022.pdf,Invoice_CON08122_INVSGP13022.pdf,covered,,,,,,,,,inv#1006,2026-07-31T00:11:09.205496
AU-404381100379.pdf,AU-404381100379.pdf,covered,,,,,,,,,inv#464,2026-07-31T00:11:09.232371
Nick_s invoices (5).pdf,Nick_s invoices (5).pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:11:09.258761
DJ31YW - All Sydney Tow Truck Invoice 22012025M- $440.pdf,DJ31YW - All Sydney Tow Truck Invoice 22012025M- $440.pdf,covered,,,,,,,,,inv#1098,2026-07-31T00:11:09.287436
Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-06-24.pdf,Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-06-24.pdf,covered,,,,,,,,,inv#1446,2026-07-31T00:11:09.317123
52577_FEE INVOICE.pdf,52577_FEE INVOICE.pdf,covered,,,,,,,,,inv#921,2026-07-31T00:11:09.347774
1025960  - 391790.PDF,1025960  - 391790.PDF,covered,,,,,,,,,inv#1051,2026-07-31T00:11:09.376685
inv 2454120.pdf,inv 2454120.pdf,covered,,,,,,,,,inv#490,2026-07-31T00:11:09.403162
Invoice INV-1635 (1).pdf,Invoice INV-1635 (1).pdf,duplicate,,,,,,,,,inv#1271,2026-07-31T00:11:09.431393
freetexttaxinvoice (3).pdf,freetexttaxinvoice (3).pdf,duplicate,,,,,,,,,inv#1144,2026-07-31T00:11:12.810653
INV 410-INV24-26106 GBL1750A.pdf,INV 410-INV24-26106 GBL1750A.pdf,covered,,,,,,,,,inv#1344,2026-07-31T00:11:28.855052
Invoice INV136628.pdf,Invoice INV136628.pdf,covered,,,,,,,,,inv#1002,2026-07-31T00:11:28.884552
1776735621183-Tax-Invoice-34555-1.pdf,1776735621183-Tax-Invoice-34555-1.pdf,covered,,,,,,,,,inv#345,2026-07-31T00:11:28.914604
AWS (3).PNG,AWS (3).PNG,covered,,,,,,,,,inv#1168,2026-07-31T00:11:28.941746
tokio4.PNG,tokio4.PNG,covered,,,,,,,,,inv#1355,2026-07-31T00:11:28.969689
DI74QP Invoice-9878.pdf,DI74QP Invoice-9878.pdf,covered,,,,,,,,,inv#1402,2026-07-31T00:11:28.998982
00006442.pdf,00006442.pdf,covered,,,,,,,,,inv#1167,2026-07-31T00:11:29.028472
Invoice- 00051289.png,Invoice- 00051289.png,stray_loaded,1750,True,tax_invoice,3,bill_to,651,MATCHED,5032,,2026-07-31T00:11:29.055746
Drive Lah Q1 March 2025 Super (1).pdf,Drive Lah Q1 March 2025 Super (1).pdf,covered,,,,,,,,,inv#930,2026-07-31T00:11:42.266881
Invoice INV-0142.pdf,Invoice INV-0142.pdf,covered,,,,,,,,,inv#1080,2026-07-31T00:11:42.295888
SOA DRIVELAH TOTAL $3360 JUNE 2024.pdf,SOA DRIVELAH TOTAL $3360 JUNE 2024.pdf,covered,,,,,,,,,inv#1405,2026-07-31T00:11:42.324625
2125514.6.24-07.20.txt,2125514.6.24-07.20.txt,covered,,,,,,,,,inv#1456,2026-07-31T00:11:42.353754
image (9) (3).png,image (9) (3).png,covered,,,,,,,,,inv#1364,2026-07-31T00:11:42.379988
INV 506-INV25_29292 GBL1750A.pdf,INV 506-INV25_29292 GBL1750A.pdf,stray_loaded,1751,True,tax_invoice,2,bill_to,27,MATCHED,5001,,2026-07-31T00:11:42.407672
EXCESS-RECOVERY-LETTER - TP-M2508850.pdf,EXCESS-RECOVERY-LETTER - TP-M2508850.pdf,covered,,,,,,,,,inv#477,2026-07-31T00:11:46.188951
1ZS4UC- Melbourne Prestige Invoice 140 - $1780.pdf,1ZS4UC- Melbourne Prestige Invoice 140 - $1780.pdf,covered,,,,,,,,,inv#1108,2026-07-31T00:11:46.218218
Drive Lah Inv_206.pdf,Drive Lah Inv_206.pdf,covered,,,,,,,,,inv#884,2026-07-31T00:11:46.247135
PS Marrickville-Invoice 0000393.pdf,PS Marrickville-Invoice 0000393.pdf,covered,,,,,,,,,inv#516,2026-07-31T00:11:46.275488
Screenshot 2025-11-17 at 9.29.36 AM.png,Screenshot 2025-11-17 at 9.29.36 AM.png,covered,,,,,,,,,inv#559,2026-07-31T00:11:46.304177
AU-MRKV034332DF TaxInvoice.pdf,AU-MRKV034332DF TaxInvoice.pdf,covered,,,,,,,,,inv#515,2026-07-31T00:11:46.332225
invoice-INVSGP12281.pdf,invoice-INVSGP12281.pdf,covered,,,,,,,,,inv#1559,2026-07-31T00:11:46.361558
Excess Request (15).pdf,Excess Request (15).pdf,covered,,,,,,,,,inv#805,2026-07-31T00:11:46.390134
Invoice_100137.pdf,Invoice_100137.pdf,covered,,,,,,,,,inv#1062,2026-07-31T00:11:46.417322
NTUC - 62580017894.png,NTUC - 62580017894.png,not_invoice,,False,report,,,,,,,2026-07-31T00:11:46.446945
Invoice INV-0426.pdf,Invoice INV-0426.pdf,covered,,,,,,,,,inv#1462,2026-07-31T00:11:48.444390
SGIN25-562576.pdf,SGIN25-562576.pdf,covered,,,,,,,,,inv#560,2026-07-31T00:11:48.473270
New Claim Acknowledgement (6).pdf,New Claim Acknowledgement (6).pdf,covered,,,,,,,,,inv#824,2026-07-31T00:11:48.503454
Invoice_INV_MI_20326.pdf,Invoice_INV_MI_20326.pdf,covered,,,,,,,,,inv#1473,2026-07-31T00:11:48.534558
Invoice_INVFR0316598.pdf,Invoice_INVFR0316598.pdf,covered,,,,,,,,,inv#1346,2026-07-31T00:11:48.622068
Invoice_INVFR0433219.pdf,Invoice_INVFR0433219.pdf,covered,,,,,,,,,inv#723,2026-07-31T00:11:48.651591
New Claim Acknowledgement - 743VWM.pdf,New Claim Acknowledgement - 743VWM.pdf,covered,,,,,,,,,inv#1118,2026-07-31T00:11:48.681734
SNG7925H.pdf,SNG7925H.pdf,stray_loaded,1752,True,tax_invoice,2,bill_to,154,MATCHED,5032,,2026-07-31T00:11:48.710948
DI64QP - Invoice 12221 - Stephen Inner West Smash Repairs Invoice.pdf,DI64QP - Invoice 12221 - Stephen Inner West Smash Repairs Invoice.pdf,covered,,,,,,,,,inv#770,2026-07-31T00:11:55.804145
1780973104735-INV-01287.pdf,1780973104735-INV-01287.pdf,stray_loaded,1753,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-31T00:11:55.832428
Screenshot 2024-04-02 100637.png,Screenshot 2024-04-02 100637.png,covered,,,,,,,,,inv#1530,2026-07-31T00:12:01.931586
Auto Tech Locksmiths Pty Ltd Invoice #2319.pdf,Auto Tech Locksmiths Pty Ltd Invoice #2319.pdf,covered,,,,,,,,,inv#1276,2026-07-31T00:12:01.959273
TP EXCESS RECOVERY LETTER M2505686.pdf,TP EXCESS RECOVERY LETTER M2505686.pdf,covered,,,,,,,,,inv#533,2026-07-31T00:12:01.989179
Invoice-110226110321-2025-05-12.pdf,Invoice-110226110321-2025-05-12.pdf,covered,,,,,,,,,inv#704,2026-07-31T00:12:02.017629
Inv_18735_from_Rohde_Smash_Repairs.pdf,Inv_18735_from_Rohde_Smash_Repairs.pdf,covered,,,,,,,,,inv#436,2026-07-31T00:12:02.046949
1781591648551-4048763_20260605_FEE-INVOICE.pdf,1781591648551-4048763_20260605_FEE-INVOICE.pdf,covered,,,,,,,,,inv#294,2026-07-31T00:12:02.075108
FINV5929.pdf,FINV5929.pdf,covered,,,,,,,,,inv#525,2026-07-31T00:12:02.105197
Invoice_260197_from_ACE.pdf,Invoice_260197_from_ACE.pdf,stray_loaded,1754,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-31T00:12:02.136525
VR Graphics Invoice April 2024.pdf,VR Graphics Invoice April 2024.pdf,covered,,,,,,,,,inv#1517,2026-07-31T00:12:17.097389
New Claim Acknowledgement (2) (2).pdf,New Claim Acknowledgement (2) (2).pdf,covered,,,,,,,,,inv#928,2026-07-31T00:12:17.124596
Invoice-FDD2C2B-0004.pdf,Invoice-FDD2C2B-0004.pdf,stray_loaded,1755,True,invoice,2,bill_to,87,MATCHED,6701,,2026-07-31T00:12:17.152541
Excess Letter - Income.png,Excess Letter - Income.png,covered,,,,,,,,,inv#851,2026-07-31T00:12:34.417018
invoice-to-DriveLah-Oct-Nov2024 (1).pdf,invoice-to-DriveLah-Oct-Nov2024 (1).pdf,covered,,,,,,,,,inv#1302,2026-07-31T00:12:34.446023
Chris Malan Invoice Sep 2024.pdf,Chris Malan Invoice Sep 2024.pdf,covered,,,,,,,,,inv#1361,2026-07-31T00:12:34.473893
Invoice-FDD2C2B-0010.pdf,Invoice-FDD2C2B-0010.pdf,covered,,,,,,,,,inv#298,2026-07-31T00:12:34.502677
DRIVE LAH PTE LTD - Late filing charges from ACRA.pdf,DRIVE LAH PTE LTD - Late filing charges from ACRA.pdf,covered,,,,,,,,,inv#527,2026-07-31T00:12:34.529394
Tax Invoice #13214.pdf,Tax Invoice #13214.pdf,covered,,,,,,,,,inv#901,2026-07-31T00:12:34.558773
DRIVE MATE FTI00090068.pdf,DRIVE MATE FTI00090068.pdf,covered,,,,,,,,,inv#1138,2026-07-31T00:12:34.588684
TAX INVOICE DM002 - LAMPROS -  1IHP908 (3.10.24) (1).pdf,TAX INVOICE DM002 - LAMPROS -  1IHP908 (3.10.24) (1).pdf,covered,,,,,,,,,inv#1348,2026-07-31T00:12:34.617980
CarwashINVOICE5 18th Jan 2024.docx,CarwashINVOICE5 18th Jan 2024.docx,covered,,,,,,,,,inv#1590,2026-07-31T00:12:34.646551
1752703734892_TaxInvoice14647_DP7P5ak1L0Fe56mI.pdf,1752703734892_TaxInvoice14647_DP7P5ak1L0Fe56mI.pdf,covered,,,,,,,,,inv#612,2026-07-31T00:12:34.677064
1772958328004-Feb-2026.pdf,1772958328004-Feb-2026.pdf,covered,,,,,,,,,inv#403,2026-07-31T00:12:34.707472
New Claim Acknowledgement CV67MY.pdf,New Claim Acknowledgement CV67MY.pdf,covered,,,,,,,,,inv#1131,2026-07-31T00:12:34.736992
1KE7BR - New Claim Acknowledgement.pdf,1KE7BR - New Claim Acknowledgement.pdf,covered,,,,,,,,,inv#955,2026-07-31T00:12:34.763840
2334.pdf,2334.pdf,covered,,,,,,,,,inv#1224,2026-07-31T00:12:34.792929
Anytime Invoice 14598 (1).pdf,Anytime Invoice 14598 (1).pdf,not_invoice,,,other,,,,,,,2026-07-31T00:12:34.821789
INV 504-INV25_28490 GBL1750A[1].pdf,INV 504-INV25_28490 GBL1750A[1].pdf,covered,,,,,,,,,inv#855,2026-07-31T00:12:34.866080
image1 (1) (1).jpeg,image1 (1) (1).jpeg,covered,,,,,,,,,inv#776,2026-07-31T00:12:34.896205
AU-MRKV031362CF TaxInvoice.pdf,AU-MRKV031362CF TaxInvoice.pdf,covered,,,,,,,,,inv#1060,2026-07-31T00:12:34.925656
SGIN24-138233.pdf,SGIN24-138233.pdf,covered,,,,,,,,,inv#1537,2026-07-31T00:12:34.958559
Invoice 19774.pdf,Invoice 19774.pdf,covered,,,,,,,,,inv#1491,2026-07-31T00:12:34.988188
Excess Letter - Income (1).png,Excess Letter - Income (1).png,covered,,,,,,,,,inv#851,2026-07-31T00:12:35.012234
480EK6_FEE INVOICE.pdf,480EK6_FEE INVOICE.pdf,covered,,,,,,,,,inv#1088,2026-07-31T00:12:35.039665
IMG_8125 (1).jpg,IMG_8125 (1).jpg,covered,,,,,,,,,inv#785,2026-07-31T00:12:35.067918
Excess Request SHR578.pdf,Excess Request SHR578.pdf,covered,,,,,,,,,inv#1059,2026-07-31T00:12:35.096462
1779850575481-117425952-3-WVS37E-PROOF-OF-LOSS-P3-1.pdf,1779850575481-117425952-3-WVS37E-PROOF-OF-LOSS-P3-1.pdf,not_invoice,,,other,,,,,,,2026-07-31T00:12:35.124417
20240422 Drive Lah Australia - ASIC Invoice.pdf,20240422 Drive Lah Australia - ASIC Invoice.pdf,stray_loaded,1756,True,invoice,3,bill_to,,QUARANTINE,,,2026-07-31T00:12:35.159558
1DTU426_FEE INVOICE.pdf,1DTU426_FEE INVOICE.pdf,covered,,,,,,,,,inv#911,2026-07-31T00:12:50.629606
25.0232.pdf,25.0232.pdf,covered,,,,,,,,,inv#680,2026-07-31T00:12:50.656804
Excess Request 1XB9AR.pdf,Excess Request 1XB9AR.pdf,covered,,,,,,,,,inv#1235,2026-07-31T00:12:50.687853
VR Graphics Invoice February 2024 (2).pdf,VR Graphics Invoice February 2024 (2).pdf,covered,,,,,,,,,inv#1553,2026-07-31T00:12:50.715090
Abwin.pdf,Abwin.pdf,stray_loaded,1757,True,tax_invoice,2,bill_to,27,MATCHED,5001,,2026-07-31T00:12:50.745181
Invoice INV-6732-2.pdf,Invoice INV-6732-2.pdf,stray_loaded,1758,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-31T00:12:54.390960
